,mean,std,nx_dx
524,-0.3464596,0.7193204,2740.0
525,-0.3450708,0.71794385,2750.0
526,-0.3425242,0.71585673,2760.0
527,-0.33887684,0.7131211,2770.0
528,-0.33474773,0.7106163,2780.0
529,-0.33109564,0.70941436,2790.0
530,-0.32878047,0.7095826,2800.0
531,-0.32796702,0.7097413,2810.0
532,-0.32802096,0.70906234,2820.0
533,-0.328075,0.7080196,2830.0
534,-0.327477,0.70664775,2840.0
535,-0.32574424,0.70433813,2850.0
536,-0.32279488,0.7013667,2860.0
537,-0.3192146,0.69903946,2870.0
538,-0.31582463,0.6979385,2880.0
539,-0.3131362,0.6974786,2890.0
540,-0.3113546,0.6971511,2900.0
541,-0.31054118,0.6968408,2910.0
542,-0.31052268,0.69604695,2920.0
543,-0.3106789,0.6940162,2930.0
544,-0.3101109,0.69127053,2940.0
545,-0.30828196,0.68909144,2950.0
546,-0.3055693,0.68824214,2960.0
547,-0.3026886,0.6884092,2970.0
548,-0.29992682,0.68835026,2980.0
549,-0.29745737,0.68779206,2990.0
550,-0.29575333,0.6870442,3000.0
551,-0.29513782,0.68552214,3010.0
552,-0.2953202,0.6828963,3020.0
553,-0.29543465,0.68008095,3030.0
554,-0.2945947,0.6784018,3040.0
555,-0.2926851,0.6786805,3050.0
556,-0.29013035,0.6804069,3060.0
557,-0.28732082,0.68179446,3070.0
558,-0.28458488,0.6815822,3080.0
559,-0.2822956,0.6799442,3090.0
560,-0.28087717,0.6773685,3100.0
561,-0.28047377,0.67431533,3110.0
562,-0.28058395,0.6713609,3120.0
563,-0.28027076,0.66976005,3130.0
564,-0.2790507,0.67081374,3140.0
565,-0.2771813,0.67362165,3150.0
566,-0.2751885,0.6758687,3160.0
567,-0.27342924,0.67620003,3170.0
568,-0.27196115,0.67475075,3180.0
569,-0.27078167,0.67214924,3190.0
570,-0.27002954,0.6688461,3200.0
571,-0.2696773,0.6656885,3210.0
572,-0.2691704,0.6644178,3220.0
573,-0.26804373,0.66587424,3230.0
574,-0.26654962,0.66875434,3240.0
575,-0.26519263,0.67097247,3250.0
576,-0.26415312,0.67149734,3260.0
577,-0.2632961,0.67062247,3270.0
578,-0.2623753,0.6687412,3280.0
579,-0.26122838,0.66560936,3290.0
580,-0.2599563,0.6619799,3300.0
581,-0.2585782,0.66026914,3310.0
582,-0.25695574,0.6611653,3320.0
583,-0.25535357,0.66315114,3330.0
584,-0.25419503,0.66483283,3340.0
585,-0.25360563,0.66562235,3350.0
586,-0.2535274,0.66544014,3360.0
587,-0.2535227,0.66420376,3370.0
588,-0.2527911,0.6616312,3380.0
589,-0.25102887,0.6583838,3390.0
590,-0.24872494,0.6562941,3400.0
591,-0.24660277,0.65635717,3410.0
592,-0.24512301,0.6578929,3420.0
593,-0.24424818,0.659337,3430.0
594,-0.24378258,0.65999556,3440.0
595,-0.24373575,0.6598477,3450.0
596,-0.243855,0.65842724,3460.0
597,-0.24333669,0.65586317,3470.0
598,-0.24157438,0.653124,3480.0
599,-0.23891455,0.65113205,3490.0
600,-0.23644482,0.6504061,3500.0
601,-0.23502654,0.6511053,3510.0
602,-0.23461656,0.6525509,3520.0
603,-0.23463152,0.653467,3530.0
604,-0.2346772,0.6534524,3540.0
605,-0.23462269,0.6527002,3550.0
606,-0.2342162,0.65142673,3560.0
607,-0.23300968,0.64990705,3570.0
608,-0.23093152,0.64834505,3580.0
609,-0.22864035,0.64715654,3590.0
610,-0.22705367,0.646854,3600.0
611,-0.22652267,0.6476076,3610.0
612,-0.22660479,0.64865667,3620.0
613,-0.22668087,0.64912826,3630.0
614,-0.22644837,0.64886266,3640.0
615,-0.22587393,0.6479818,3650.0
616,-0.22493277,0.64690083,3660.0
617,-0.22352824,0.6456411,3670.0
618,-0.22181371,0.6442146,3680.0
619,-0.22031377,0.6433476,3690.0
620,-0.21945028,0.6434801,3700.0
621,-0.21912573,0.6445665,3710.0
622,-0.21889459,0.6456168,3720.0
623,-0.21840192,0.645486,3730.0
624,-0.21765697,0.6443708,3740.0
625,-0.21683991,0.6430187,3750.0
626,-0.21596488,0.64162946,3760.0
627,-0.21502101,0.6403698,3770.0
628,-0.21420284,0.6396559,3780.0
629,-0.21363251,0.639636,3790.0
630,-0.21312109,0.6405078,3800.0
631,-0.21245109,0.6419438,3810.0
632,-0.21158104,0.6424811,3820.0
633,-0.21057436,0.64148015,3830.0
634,-0.2094938,0.63968605,3840.0
635,-0.20844993,0.6377783,3850.0
636,-0.20761678,0.63612026,3860.0
637,-0.2070775,0.6350599,3870.0
638,-0.20671953,0.63505375,3880.0
639,-0.20621358,0.6360046,3890.0
640,-0.2052622,0.6374494,3900.0
641,-0.20391577,0.638408,3910.0
642,-0.20241137,0.63786775,3920.0
643,-0.2009735,0.63592094,3930.0
644,-0.19989143,0.6334287,3940.0
645,-0.1993839,0.63104546,3950.0
646,-0.19942853,0.629407,3960.0
647,-0.19982913,0.62938684,3970.0
