,predicted,actual,widths,inv_deltax,std
0,-0.49913687012404384,-0.12065891299935612,63,0.0015873015873015873,0.2252371159055725
1,-0.4837788125817656,-0.11545128616042077,65,0.0015384615384615385,0.21948735441650552
2,-0.46933765399723526,-0.11062567487500309,67,0.0014925373134328358,0.2140173009796104
3,-0.4557336640263009,-0.10617123503465659,69,0.0014492753623188406,0.20880414881395612
4,-0.44289609602556007,-0.1020364263043047,71,0.0014084507042253522,0.20383234523820365
5,-0.4307619564084214,-0.09815835880976209,73,0.0013698630136986301,0.1990921329520817
6,-0.4192749709041968,-0.09450847222222222,75,0.0013333333333333333,0.19456712535989742
7,-0.40838471191967224,-0.09106077003804276,77,0.0012987012987012987,0.19024665192192403
8,-0.39804585845335144,-0.08777919370560273,79,0.0012658227848101266,0.1861232637316969
9,-0.3882175656520341,-0.08468006973022404,81,0.0012345679012345679,0.18217648752382545
10,-0.37886292551584055,-0.08176009761939323,83,0.0012048192771084338,0.17839277907364717
11,-0.3699485037389972,-0.0790208813917724,85,0.001176470588235294,0.1747656164285511
12,-0.36144394043465244,-0.07644165001431277,87,0.0011494252873563218,0.17127657838740512
13,-0.35332160469454793,-0.07400816351400637,89,0.0011235955056179776,0.16792582967311365
14,-0.34555629470126115,-0.07172491161158744,91,0.001098901098901099,0.16469580529861477
15,-0.3381249765356426,-0.06956377824668233,93,0.001075268817204301,0.16158130028525317
16,-0.3310065559769975,-0.06749646044936904,95,0.0010526315789473684,0.15858806957271987
17,-0.3241816785341728,-0.06551489929854394,97,0.0010309278350515464,0.15570840024606836
18,-0.31763255371530064,-0.06363593408127288,99,0.00101010101010101,0.15292826728254638
19,-0.31134280017638377,-0.061852800379047806,101,0.0009900990099009901,0.1502449329409836
20,-0.3052973089108229,-0.06014346931588484,103,0.000970873786407767,0.14765746721266565
21,-0.2994821220744263,-0.05849885833963215,105,0.0009523809523809524,0.14516310425303025
22,-0.293884325400138,-0.05691606147674227,107,0.0009345794392523365,0.14275560273351004
23,-0.2884919524570162,-0.055400012800549896,109,0.0009174311926605505,0.14042882875769694
24,-0.2832938992595925,-0.05395393281795309,111,0.0009009009009009009,0.13817474390084375
25,-0.2782798479452634,-0.05258049211523568,113,0.0008849557522123894,0.13598792507705676
26,-0.27344019841578054,-0.05126799779458097,115,0.0008695652173913044,0.13386700179906497
27,-0.26876600698986974,-0.050008769967370394,117,0.0008547008547008547,0.13181148497217623
28,-0.2642489312421409,-0.048801165686862984,119,0.0008403361344537816,0.12981874973143473
29,-0.25988118031251867,-0.047635439433781845,121,0.0008264462809917355,0.12788726360558567
30,-0.2556554700635347,-0.04651563395080089,123,0.0008130081300813008,0.12601281057645858
31,-0.25156498254251813,-0.0454367,125,0.0008,0.12419181809603598
32,-0.24760332927413198,-0.04439892924924739,127,0.0007874015748031496,0.1224223380390132
33,-0.2437645179675563,-0.04340792893973386,129,0.0007751937984496124,0.12070073454710285
34,-0.24004292227339513,-0.042454386237528244,131,0.0007633587786259542,0.11902651205484903
35,-0.23643325426928394,-0.041532004941865944,133,0.0007518796992481203,0.1173976688136505
36,-0.23293053939122046,-0.04064236587410456,135,0.0007407407407407407,0.11581289184608395
37,-0.22953009356069168,-0.03978718694685682,137,0.00072992700729927,0.1142691373881762
38,-0.22622750228643715,-0.0389668750611022,139,0.0007194244604316547,0.11276753363988366
39,-0.22301860154478556,-0.038173678526119297,141,0.0007092198581560284,0.11130635927871985
40,-0.2198994602644389,-0.037404250275753774,143,0.0006993006993006993,0.10988426794924117
41,-0.21686636426079145,-0.03665221627691901,145,0.000689655172413793,0.10849873071924332
42,-0.21391580148173306,-0.035924809975010415,147,0.0006802721088435374,0.10714935466012475
43,-0.2110444484417098,-0.03522163275302914,149,0.0006711409395973154,0.10583444863371626
44,-0.2082491577338726,-0.034536702520357294,151,0.0006622516556291391,0.10454992105992322
45,-0.2055269465216651,-0.033868650946217264,153,0.00065359477124183,0.10329621612041719
46,-0.20287498592138556,-0.03321882948895826,155,0.0006451612903225806,0.10207326952793094
47,-0.20029059119627235,-0.03258499330601647,157,0.0006369426751592356,0.10088073561575267
48,-0.19777121269065887,-0.031967181930654995,159,0.0006289308176100629,0.09971698404534418
49,-0.19531442743984326,-0.03136909182387511,161,0.0006211180124223603,0.09857979685544892
50,-0.1929179313976366,-0.030795398825280925,163,0.0006134969325153375,0.09746645195676204
51,-0.1905795322291804,-0.03024063871033568,165,0.0006060606060606061,0.09637948437042818
52,-0.1882971426216453,-0.029703436191489276,167,0.0005988023952095808,0.09531713970525166
53,-0.18606877406990985,-0.029180717368089353,169,0.000591715976331361,0.09427856793741649
54,-0.18389253109833195,-0.02867931348297102,171,0.0005847953216374269,0.09325925519987621
55,-0.18176660588332233,-0.028200293936390196,173,0.0005780346820809249,0.09225913666797873
56,-0.1796892732446558,-0.027732417800453515,175,0.0005714285714285715,0.09128137343800177
57,-0.1776588859763546,-0.027279376624781443,177,0.0005649717514124294,0.09032507764009218
58,-0.17567387049058525,-0.02684079740280682,179,0.0005586592178770949,0.08938972941269419
59,-0.1737327227503578,-0.026412706694782753,181,0.0005524861878453039,0.08847429023189311
60,-0.17183400446893313,-0.02599552796772406,183,0.000546448087431694,0.08757609427797428
