,mean,std,nx_dx
528,-0.34319267,0.8728813,2780.0
529,-0.34229696,0.8736583,2790.0
530,-0.3408721,0.8755057,2800.0
531,-0.33801016,0.8775847,2810.0
532,-0.3339874,0.878819,2820.0
533,-0.32992208,0.879429,2830.0
534,-0.3266091,0.8799078,2840.0
535,-0.32430992,0.88066626,2850.0
536,-0.32285887,0.8815703,2860.0
537,-0.32172823,0.88163006,2870.0
538,-0.32032645,0.8807967,2880.0
539,-0.31824782,0.8805884,2890.0
540,-0.31543452,0.88174534,2900.0
541,-0.3121424,0.88299376,2910.0
542,-0.30884156,0.8835867,2920.0
543,-0.30598143,0.88423353,2930.0
544,-0.30398846,0.88522696,2940.0
545,-0.30286083,0.88616705,2950.0
546,-0.30182493,0.88680995,2960.0
547,-0.30011135,0.8868616,2970.0
548,-0.2976633,0.886374,2980.0
549,-0.294902,0.8856982,2990.0
550,-0.29208252,0.88526464,3000.0
551,-0.28942397,0.8858629,3010.0
552,-0.2871562,0.8875389,3020.0
553,-0.28512576,0.8894944,3030.0
554,-0.28321213,0.89113694,3040.0
555,-0.28133932,0.8924333,3050.0
556,-0.2792697,0.8927435,3060.0
557,-0.27694494,0.8908219,3070.0
558,-0.27438575,0.8877773,3080.0
559,-0.27174142,0.88667333,3090.0
560,-0.26942337,0.8881826,3100.0
561,-0.26756638,0.8898768,3110.0
562,-0.2656815,0.8903147,3120.0
563,-0.26341844,0.89056,3130.0
564,-0.26109502,0.8912936,3140.0
565,-0.2592759,0.891488,3150.0
566,-0.2580494,0.8905385,3160.0
567,-0.25698608,0.8896727,3170.0
568,-0.25567394,0.8900885,3180.0
569,-0.25382876,0.89108545,3190.0
570,-0.25142434,0.8910555,3200.0
571,-0.24884056,0.8899362,3210.0
572,-0.2465292,0.8892881,3220.0
573,-0.24489233,0.8899854,3230.0
574,-0.24402747,0.89115065,3240.0
575,-0.24357097,0.8917123,3250.0
576,-0.24303626,0.89194226,3260.0
577,-0.2418967,0.8924266,3270.0
578,-0.23968545,0.89327586,3280.0
579,-0.2364822,0.8936652,3290.0
580,-0.23319516,0.89278823,3300.0
581,-0.23096372,0.8914628,3310.0
582,-0.2301549,0.89109325,3320.0
583,-0.23015681,0.8920503,3330.0
584,-0.23004343,0.8935874,3340.0
585,-0.229188,0.8949807,3350.0
586,-0.22729059,0.8963619,3360.0
587,-0.2242543,0.89754134,3370.0
588,-0.22063941,0.8973271,3380.0
589,-0.2176794,0.8954881,3390.0
590,-0.21615393,0.8930932,3400.0
591,-0.21579726,0.8917529,3410.0
592,-0.21601552,0.8925993,3420.0
593,-0.21616606,0.89545035,3430.0
594,-0.2154717,0.8988628,3440.0
