,mean,std,nx_dx
687,-0.1376542,0.94611484,4370.0
688,-0.1350965,0.9403033,4380.0
689,-0.13371027,0.9377219,4390.0
690,-0.13425133,0.9382907,4400.0
691,-0.13637538,0.93923026,4410.0
692,-0.13858467,0.9382467,4420.0
693,-0.13923821,0.93435323,4430.0
694,-0.13744333,0.92589986,4440.0
695,-0.1327036,0.9103135,4450.0
696,-0.12549423,0.8847142,4460.0
697,-0.11454582,0.8460484,4470.0
698,-0.10390303,0.7829971,4480.0
699,-0.09631366,0.69311,4490.0
700,-0.08611493,0.5698233,4500.0
701,-0.040718902,0.24851103,4510.0
